generation,pokedex_number,name,description,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,stat_total,hp,attack,defense,sp_attack,sp_defense,speed,sound_link,image_link
2,166,Ledian,"It’s said that the patterns on its back are related to the stars in the night sky, but the details of that relationship remain unclear.",Five Star Pokémon,Bug,Flying,1.4,35.6,Swarm,Early Bird,Iron Fist,390.0,55.0,35.0,50.0,55.0,110.0,85.0,https://play.pokemonshowdown.com/audio/cries/ledian.mp3,https://projectpokemon.org/images/normal-sprite/ledian.gif
2,167,Spinarak,"With threads from its mouth, it fashions sturdy webs that won’t break even if you set a rock on them.",String Spit Pokémon,Bug,Poison,0.5,8.5,Swarm,Insomnia,Sniper,250.0,40.0,60.0,40.0,40.0,40.0,30.0,https://play.pokemonshowdown.com/audio/cries/spinarak.mp3,https://projectpokemon.org/images/normal-sprite/spinarak.gif
2,168,Ariados,"Every night, it wanders around in search of prey, whose movements it restrains by spewing threads before it bites into them with its fangs.",Long Leg Pokémon,Bug,Poison,1.1,33.5,Swarm,Insomnia,Sniper,400.0,70.0,90.0,70.0,60.0,70.0,40.0,https://play.pokemonshowdown.com/audio/cries/ariados.mp3,https://projectpokemon.org/images/normal-sprite/ariados.gif
2,169,Crobat,"Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck.",Bat Pokémon,Poison,Flying,1.8,75.0,Inner Focus,,Infiltrator,535.0,85.0,90.0,80.0,70.0,80.0,130.0,https://play.pokemonshowdown.com/audio/cries/crobat.mp3,https://projectpokemon.org/images/normal-sprite/crobat.gif
2,170,Chinchou,"Its antennae, which evolved from a fin, have both positive and negative charges flowing through them.",Angler Pokémon,Water,Electric,0.5,12.0,Volt Absorb,Illuminate,Water Absorb,330.0,75.0,38.0,38.0,56.0,56.0,67.0,https://play.pokemonshowdown.com/audio/cries/chinchou.mp3,https://projectpokemon.org/images/normal-sprite/chinchou.gif
2,171,Lanturn,The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles.,Light Pokémon,Water,Electric,1.2,22.5,Volt Absorb,Illuminate,Water Absorb,460.0,125.0,58.0,58.0,76.0,76.0,67.0,https://play.pokemonshowdown.com/audio/cries/lanturn.mp3,https://projectpokemon.org/images/normal-sprite/lanturn.gif
2,172,Pichu,"Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself.",Tiny Mouse Pokémon,Electric,,0.3,2.0,Static,,Lightning Rod,205.0,20.0,40.0,15.0,35.0,35.0,60.0,https://play.pokemonshowdown.com/audio/cries/pichu.mp3,https://projectpokemon.org/images/normal-sprite/pichu.gif
2,173,Cleffa,"According to local rumors, Cleffa are often seen in places where shooting stars have fallen.",Star Shape Pokémon,Fairy,,0.3,3.0,Cute Charm,Magic Guard,Friend Guard,218.0,50.0,25.0,28.0,45.0,55.0,15.0,https://play.pokemonshowdown.com/audio/cries/cleffa.mp3,https://projectpokemon.org/images/normal-sprite/cleffa.gif
2,174,Igglybuff,Igglybuff loves to sing. Its marshmallow-like body gives off a faint sweet smell.,Balloon Pokémon,Normal,Fairy,0.3,1.0,Cute Charm,Competitive,Friend Guard,210.0,90.0,30.0,15.0,40.0,20.0,15.0,https://play.pokemonshowdown.com/audio/cries/igglybuff.mp3,https://projectpokemon.org/images/normal-sprite/igglybuff.gif
2,175,Togepi,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,Spike Ball Pokémon,Fairy,,0.3,1.5,Hustle,Serene Grace,Super Luck,245.0,35.0,20.0,65.0,40.0,65.0,20.0,https://play.pokemonshowdown.com/audio/cries/togepi.mp3,https://projectpokemon.org/images/normal-sprite/togepi.gif
2,176,Togetic,"They say that it will appear before kindhearted, caring people and shower them with happiness.",Happiness Pokémon,Fairy,Flying,0.6,3.2,Hustle,Serene Grace,Super Luck,405.0,55.0,40.0,85.0,80.0,105.0,40.0,https://play.pokemonshowdown.com/audio/cries/togetic.mp3,https://projectpokemon.org/images/normal-sprite/togetic.gif
2,177,Natu,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.,Tiny Bird Pokémon,Psychic,Flying,0.2,2.0,Synchronize,Early Bird,Magic Bounce,320.0,40.0,50.0,45.0,70.0,45.0,70.0,https://play.pokemonshowdown.com/audio/cries/natu.mp3,https://projectpokemon.org/images/normal-sprite/natu.gif
2,178,Xatu,They say that it stays still and quiet because it is seeing both the past and future at the same time.,Mystic Pokémon,Psychic,Flying,1.5,15.0,Synchronize,Early Bird,Magic Bounce,470.0,65.0,75.0,70.0,95.0,70.0,95.0,https://play.pokemonshowdown.com/audio/cries/xatu.mp3,https://projectpokemon.org/images/normal-sprite/xatu.gif
2,179,Mareep,"Clothing made from Mareep’s fleece is easily charged with static electricity, so a special process is used on it.",Wool Pokémon,Electric,,0.6,7.8,Static,,Plus,280.0,55.0,40.0,40.0,65.0,45.0,35.0,https://play.pokemonshowdown.com/audio/cries/mareep.mp3,https://projectpokemon.org/images/normal-sprite/mareep.gif
2,180,Flaaffy,"In the places on its body where fleece doesn’t grow, its skin is rubbery and doesn’t conduct electricity. Those spots are safe to touch.",Wool Pokémon,Electric,,0.8,13.3,Static,,Plus,365.0,70.0,55.0,55.0,80.0,60.0,45.0,https://play.pokemonshowdown.com/audio/cries/flaaffy.mp3,https://projectpokemon.org/images/normal-sprite/flaaffy.gif
2,181,Ampharos,"The light from its tail can be seen from space. This is why you can always tell exactly where it is, which is why it usually keeps the light off.",Light Pokémon,Electric,,1.4,61.5,Static,,Plus,510.0,90.0,75.0,85.0,115.0,90.0,55.0,https://play.pokemonshowdown.com/audio/cries/ampharos.mp3,https://projectpokemon.org/images/normal-sprite/ampharos.gif
2,182,Bellossom,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.",Flower Pokémon,Grass,,0.4,5.8,Chlorophyll,,Healer,490.0,75.0,80.0,95.0,90.0,100.0,50.0,https://play.pokemonshowdown.com/audio/cries/bellossom.mp3,https://projectpokemon.org/images/normal-sprite/bellossom.gif
2,183,Marill,This Pokémon uses its round tail as a float. The ball of Marill’s tail is filled with nutrients that have been turned into an oil.,Aqua Mouse Pokémon,Water,Fairy,0.4,8.5,Thick Fat,Huge Power,Sap Sipper,250.0,70.0,20.0,50.0,20.0,50.0,40.0,https://play.pokemonshowdown.com/audio/cries/marill.mp3,https://projectpokemon.org/images/normal-sprite/marill.gif
2,184,Azumarill,"It spends most of its time in the water. On sunny days, Azumarill floats on the surface of the water and sunbathes.",Aqua Rabbit Pokémon,Water,Fairy,0.8,28.5,Thick Fat,Huge Power,Sap Sipper,420.0,100.0,50.0,80.0,60.0,80.0,50.0,https://play.pokemonshowdown.com/audio/cries/azumarill.mp3,https://projectpokemon.org/images/normal-sprite/azumarill.gif
2,185,Sudowoodo,"If a tree branch shakes when there is no wind, it’s a Sudowoodo, not a tree. It hides from the rain.",Imitation Pokémon,Rock,,1.2,38.0,Sturdy,Rock Head,Rattled,410.0,70.0,100.0,115.0,30.0,65.0,30.0,https://play.pokemonshowdown.com/audio/cries/sudowoodo.mp3,https://projectpokemon.org/images/normal-sprite/sudowoodo.gif
2,186,Politoed,"At nightfall, these Pokémon appear on the shores of lakes. They announce their territorial claims by letting out cries that sound like shouting.",Frog Pokémon,Water,,1.1,33.9,Water Absorb,Damp,Drizzle,500.0,90.0,75.0,75.0,90.0,100.0,70.0,https://play.pokemonshowdown.com/audio/cries/politoed.mp3,https://projectpokemon.org/images/normal-sprite/politoed.gif
2,187,Hoppip,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",Cottonweed Pokémon,Grass,Flying,0.4,0.5,Chlorophyll,Leaf Guard,Infiltrator,250.0,35.0,35.0,40.0,35.0,55.0,50.0,https://play.pokemonshowdown.com/audio/cries/hoppip.mp3,https://projectpokemon.org/images/normal-sprite/hoppip.gif
2,188,Skiploom,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",Cottonweed Pokémon,Grass,Flying,0.6,1.0,Chlorophyll,Leaf Guard,Infiltrator,340.0,55.0,45.0,50.0,45.0,65.0,80.0,https://play.pokemonshowdown.com/audio/cries/skiploom.mp3,https://projectpokemon.org/images/normal-sprite/skiploom.gif
2,189,Jumpluff,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,Cottonweed Pokémon,Grass,Flying,0.8,3.0,Chlorophyll,Leaf Guard,Infiltrator,460.0,75.0,55.0,70.0,55.0,95.0,110.0,https://play.pokemonshowdown.com/audio/cries/jumpluff.mp3,https://projectpokemon.org/images/normal-sprite/jumpluff.gif
2,190,Aipom,"As it did more and more with its tail, its hands became clumsy. It makes its nest high in the treetops.",Long Tail Pokémon,Normal,,0.8,11.5,Run Away,Pickup,Skill Link,360.0,55.0,70.0,55.0,40.0,55.0,85.0,https://play.pokemonshowdown.com/audio/cries/aipom.mp3,https://projectpokemon.org/images/normal-sprite/aipom.gif
2,191,Sunkern,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",Seed Pokémon,Grass,,0.3,1.8,Chlorophyll,Solar Power,Early Bird,180.0,30.0,30.0,30.0,30.0,30.0,30.0,https://play.pokemonshowdown.com/audio/cries/sunkern.mp3,https://projectpokemon.org/images/normal-sprite/sunkern.gif
2,192,Sunflora,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,Sun Pokémon,Grass,,0.8,8.5,Chlorophyll,Solar Power,Early Bird,425.0,75.0,75.0,55.0,105.0,85.0,30.0,https://play.pokemonshowdown.com/audio/cries/sunflora.mp3,https://projectpokemon.org/images/normal-sprite/sunflora.gif
2,193,Yanma,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,Clear Wing Pokémon,Bug,Flying,1.2,38.0,Speed Boost,Compound Eyes,Frisk,390.0,65.0,65.0,45.0,75.0,45.0,95.0,https://play.pokemonshowdown.com/audio/cries/yanma.mp3,https://projectpokemon.org/images/normal-sprite/yanma.gif
2,194,Wooper,This Pokémon lives in cold water. It will leave the water to search for food when it gets cold outside.,Water Fish Pokémon,Water,Ground,0.4,8.5,Damp,Water Absorb,Unaware,210.0,55.0,45.0,45.0,25.0,25.0,15.0,https://play.pokemonshowdown.com/audio/cries/wooper.mp3,https://projectpokemon.org/images/normal-sprite/wooper.gif
2,195,Quagsire,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.,Water Fish Pokémon,Water,Ground,1.4,75.0,Damp,Water Absorb,Unaware,430.0,95.0,85.0,85.0,65.0,65.0,35.0,https://play.pokemonshowdown.com/audio/cries/quagsire.mp3,https://projectpokemon.org/images/normal-sprite/quagsire.gif
2,196,Espeon,"By reading air currents, it can predict things such as the weather or its foe’s next move.",Sun Pokémon,Psychic,,0.9,26.5,Synchronize,,Magic Bounce,525.0,65.0,65.0,60.0,130.0,95.0,110.0,https://play.pokemonshowdown.com/audio/cries/espeon.mp3,https://projectpokemon.org/images/normal-sprite/espeon.gif
2,197,Umbreon,"When this Pokémon becomes angry, its pores secrete a poisonous sweat, which it sprays at its opponent’s eyes.",Moonlight Pokémon,Dark,,1.0,27.0,Synchronize,,Inner Focus,525.0,95.0,65.0,110.0,60.0,130.0,65.0,https://play.pokemonshowdown.com/audio/cries/umbreon.mp3,https://projectpokemon.org/images/normal-sprite/umbreon.gif
2,198,Murkrow,It has a weakness for shiny things. It’s been known to sneak into the nests of Gabite—noted collectors of jewels—in search of treasure.,Royal Pokémon,Water,Psychic,2.0,79.5,Oblivious,Own Tempo,Regenerator,490.0,95.0,75.0,80.0,100.0,110.0,30.0,https://play.pokemonshowdown.com/audio/cries/murkrow.mp3,https://projectpokemon.org/images/normal-sprite/murkrow.gif
2,199,Slowking,"Miraculously, this former Slowpoke’s latent intelligence was drawn out when Shellder poison raced through its brain.",,,,,,,,Regenerator,,,,,,,,https://play.pokemonshowdown.com/audio/cries/slowking.mp3,https://projectpokemon.org/images/normal-sprite/slowking.gif
2,200,Misdreavus,"What gives meaning to its life is surprising others. If you set your ear against the red orbs around its neck, you can hear shrieking.",Screech Pokémon,Ghost,,0.7,1.0,Levitate,,,435.0,60.0,60.0,60.0,85.0,85.0,85.0,https://play.pokemonshowdown.com/audio/cries/misdreavus.mp3,https://projectpokemon.org/images/normal-sprite/misdreavus.gif
2,201,Unown,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",Symbol Pokémon,Psychic,,0.5,5.0,Levitate,,,336.0,48.0,72.0,48.0,72.0,48.0,48.0,https://play.pokemonshowdown.com/audio/cries/unown.mp3,https://projectpokemon.org/images/normal-sprite/unown.gif
2,202,Wobbuffet,"It hates light and shock. If attacked, it inflates its body to pump up its counterstrike.",Patient Pokémon,Psychic,,1.3,28.5,Shadow Tag,,Telepathy,405.0,190.0,33.0,58.0,33.0,58.0,33.0,https://play.pokemonshowdown.com/audio/cries/wobbuffet.mp3,https://projectpokemon.org/images/normal-sprite/wobbuffet.gif
2,203,Girafarig,"Girafarig’s rear head also has a brain, but it is small. The rear head attacks in response to smells and sounds. Approaching this Pokémon from behind can cause the rear head to suddenly lash out and bite.",Long Neck Pokémon,Normal,Psychic,1.5,41.5,Inner Focus,Early Bird,Sap Sipper,455.0,70.0,80.0,65.0,90.0,65.0,85.0,https://play.pokemonshowdown.com/audio/cries/girafarig.mp3,https://projectpokemon.org/images/normal-sprite/girafarig.gif
2,204,Pineco,"Motionless, it hangs from trees, waiting for its bug Pokémon prey to come to it. Its favorite in Alola is Cutiefly.",Bagworm Pokémon,Bug,,0.6,7.2,Sturdy,,Overcoat,290.0,50.0,65.0,90.0,35.0,35.0,15.0,https://play.pokemonshowdown.com/audio/cries/pineco.mp3,https://projectpokemon.org/images/normal-sprite/pineco.gif
2,205,Forretress,"When something approaches it, it fires off fragments of its steel shell in attack. This is not a conscious action but a conditioned reflex.",Bagworm Pokémon,Bug,Steel,1.2,125.8,Sturdy,,Overcoat,465.0,75.0,90.0,140.0,60.0,60.0,40.0,https://play.pokemonshowdown.com/audio/cries/forretress.mp3,https://projectpokemon.org/images/normal-sprite/forretress.gif
2,206,Dunsparce,This Pokémon’s tiny wings have some scientists saying that Dunsparce used to fly through the sky in ancient times.,Land Snake Pokémon,Normal,,1.5,14.0,Serene Grace,Run Away,Rattled,415.0,100.0,70.0,70.0,65.0,65.0,45.0,https://play.pokemonshowdown.com/audio/cries/dunsparce.mp3,https://projectpokemon.org/images/normal-sprite/dunsparce.gif
2,207,Gligar,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",FlyScorpion Pokémon,Ground,Flying,1.1,64.8,Hyper Cutter,Sand Veil,Immunity,430.0,65.0,75.0,105.0,35.0,65.0,85.0,https://play.pokemonshowdown.com/audio/cries/gligar.mp3,https://projectpokemon.org/images/normal-sprite/gligar.gif
2,208,Steelix,"It is said that if an Onix lives for over 100 years, its composition changes to become diamond-like.",Iron Snake Pokémon,Steel,Ground,9.2,400.0,Rock Head,Sturdy,Sheer Force,510.0,75.0,85.0,200.0,55.0,65.0,30.0,https://play.pokemonshowdown.com/audio/cries/steelix.mp3,https://projectpokemon.org/images/normal-sprite/steelix.gif
2,209,Snubbull,It grows close to others easily and is also easily spoiled. The disparity between its face and its actions makes many young people wild about it.,Fairy Pokémon,Fairy,,0.6,7.8,Intimidate,Run Away,Rattled,300.0,60.0,80.0,50.0,40.0,40.0,30.0,https://play.pokemonshowdown.com/audio/cries/snubbull.mp3,https://projectpokemon.org/images/normal-sprite/snubbull.gif
2,210,Granbull,"While it has powerful jaws, it doesn’t care for disputes, so it rarely has a chance to display their might.",Fairy Pokémon,Fairy,,1.4,48.7,Intimidate,Quick Feet,Rattled,450.0,90.0,120.0,75.0,60.0,60.0,45.0,https://play.pokemonshowdown.com/audio/cries/granbull.mp3,https://projectpokemon.org/images/normal-sprite/granbull.gif
2,211,Qwilfish,"When faced with a larger opponent, it swallows as much water as it can to match the opponent’s size.",Balloon Pokémon,Water,Poison,0.5,3.9,Poison Point,Swift Swim,Intimidate,440.0,65.0,95.0,85.0,55.0,55.0,85.0,https://play.pokemonshowdown.com/audio/cries/qwilfish.mp3,https://projectpokemon.org/images/normal-sprite/qwilfish.gif
2,212,Scizor,Bulky pincers account for one third of Scizor’s body weight. A single swing of one of these pincers will crush a boulder completely.,Pincer Pokémon,Bug,Steel,1.8,118.0,Swarm,Technician,Light Metal,500.0,70.0,130.0,100.0,55.0,80.0,65.0,https://play.pokemonshowdown.com/audio/cries/scizor.mp3,https://projectpokemon.org/images/normal-sprite/scizor.gif
2,213,Shuckle,"It stores berries inside its shell. To avoid attacks, it hides beneath rocks and remains completely still.",Mold Pokémon,Bug,Rock,0.6,20.5,Sturdy,Gluttony,Contrary,505.0,20.0,10.0,230.0,10.0,230.0,5.0,https://play.pokemonshowdown.com/audio/cries/shuckle.mp3,https://projectpokemon.org/images/normal-sprite/shuckle.gif
2,214,Heracross,Heracross loves sweet sap and will go looking through forests for it. The Pokémon uses its two antennae to pick up scents as it searches.,Single Horn Pokémon,Bug,Fighting,1.5,54.0,Swarm,Guts,Moxie,500.0,80.0,125.0,75.0,40.0,95.0,85.0,https://play.pokemonshowdown.com/audio/cries/heracross.mp3,https://projectpokemon.org/images/normal-sprite/heracross.gif
2,215,Sneasel,"Its paws conceal sharp claws. If attacked, it suddenly extends the claws and startles its enemy.",Sharp Claw Pokémon,Dark,Ice,0.9,28.0,Inner Focus,Keen Eye,Pickpocket,430.0,55.0,95.0,55.0,35.0,75.0,115.0,https://play.pokemonshowdown.com/audio/cries/sneasel.mp3,https://projectpokemon.org/images/normal-sprite/sneasel.gif
2,216,Teddiursa,This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.,Little Bear Pokémon,Normal,,0.6,8.8,Pickup,Quick Feet,Honey Gather,330.0,60.0,80.0,50.0,50.0,50.0,40.0,https://play.pokemonshowdown.com/audio/cries/teddiursa.mp3,https://projectpokemon.org/images/normal-sprite/teddiursa.gif
2,217,Ursaring,"In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.",Hibernator Pokémon,Normal,,1.8,125.8,Guts,Quick Feet,Unnerve,500.0,90.0,130.0,75.0,75.0,75.0,55.0,https://play.pokemonshowdown.com/audio/cries/ursaring.mp3,https://projectpokemon.org/images/normal-sprite/ursaring.gif
2,218,Slugma,"Molten magma courses throughout Slugma’s circulatory system. If this Pokémon is chilled, the magma cools and hardens. Its body turns brittle and chunks fall off, reducing its size.",Lava Pokémon,Fire,,0.7,35.0,Magma Armor,Flame Body,Weak Armor,250.0,40.0,40.0,40.0,70.0,40.0,20.0,https://play.pokemonshowdown.com/audio/cries/slugma.mp3,https://projectpokemon.org/images/normal-sprite/slugma.gif
2,219,Magcargo,Magcargo’s shell is actually its skin that hardened as a result of cooling. Its shell is very brittle and fragile—just touching it causes it to crumble apart. This Pokémon returns to its original size by dipping itself in magma.,Lava Pokémon,Fire,Rock,0.8,55.0,Magma Armor,Flame Body,Weak Armor,430.0,60.0,50.0,120.0,90.0,80.0,30.0,https://play.pokemonshowdown.com/audio/cries/magcargo.mp3,https://projectpokemon.org/images/normal-sprite/magcargo.gif
2,220,Swinub,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,Pig Pokémon,Ice,Ground,0.4,6.5,Oblivious,Snow Cloak,Thick Fat,250.0,50.0,50.0,40.0,30.0,30.0,50.0,https://play.pokemonshowdown.com/audio/cries/swinub.mp3,https://projectpokemon.org/images/normal-sprite/swinub.gif
2,221,Piloswine,"If it charges at an enemy, the hairs on its back stand up straight. It is very sensitive to sound.",Swine Pokémon,Ice,Ground,1.1,55.8,Oblivious,Snow Cloak,Thick Fat,450.0,100.0,100.0,80.0,60.0,60.0,50.0,https://play.pokemonshowdown.com/audio/cries/piloswine.mp3,https://projectpokemon.org/images/normal-sprite/piloswine.gif
2,222,Corsola,It will regrow any branches that break off its head. People keep particularly beautiful Corsola branches as charms to promote safe childbirth.,Coral Pokémon,Water,Rock,0.6,5.0,Hustle,Natural Cure,Regenerator,410.0,65.0,55.0,95.0,65.0,95.0,35.0,https://play.pokemonshowdown.com/audio/cries/corsola.mp3,https://projectpokemon.org/images/normal-sprite/corsola.gif
2,223,Remoraid,The water they shoot from their mouths can hit moving prey from more than 300 feet away.,Jet Pokémon,Water,,0.6,12.0,Hustle,Sniper,Moody,300.0,35.0,65.0,35.0,65.0,35.0,65.0,https://play.pokemonshowdown.com/audio/cries/remoraid.mp3,https://projectpokemon.org/images/normal-sprite/remoraid.gif
2,224,Octillery,It has a tendency to want to be in holes. It prefers rock crags or pots and sprays ink from them before attacking.,Jet Pokémon,Water,,0.9,28.5,Suction Cups,Sniper,Moody,480.0,75.0,105.0,75.0,105.0,75.0,45.0,https://play.pokemonshowdown.com/audio/cries/octillery.mp3,https://projectpokemon.org/images/normal-sprite/octillery.gif
2,225,Delibird,It carries food all day long. There are tales about lost people who were saved by the food it had.,Delivery Pokémon,Ice,Flying,0.9,16.0,Vital Spirit,Hustle,Insomnia,330.0,45.0,55.0,45.0,65.0,45.0,75.0,https://play.pokemonshowdown.com/audio/cries/delibird.mp3,https://projectpokemon.org/images/normal-sprite/delibird.gif
2,226,Mantine,"If it builds up enough speed swimming, it can jump out above the waves and glide for over 300 feet.",Kite Pokémon,Water,Flying,2.1,220.0,Swift Swim,Water Absorb,Water Veil,485.0,85.0,40.0,70.0,80.0,140.0,70.0,https://play.pokemonshowdown.com/audio/cries/mantine.mp3,https://projectpokemon.org/images/normal-sprite/mantine.gif
2,227,Skarmory,The pointed feathers of these Pokémon are sharper than swords. Skarmory and Corviknight fight viciously over territory.,Armor Bird Pokémon,Steel,Flying,1.7,50.5,Keen Eye,Sturdy,Weak Armor,465.0,65.0,80.0,140.0,40.0,70.0,70.0,https://play.pokemonshowdown.com/audio/cries/skarmory.mp3,https://projectpokemon.org/images/normal-sprite/skarmory.gif
2,228,Houndour,"It cooperates with others skillfully. When it becomes your partner, it’s very loyal to you as its Trainer and will obey your orders.",Dark Pokémon,Dark,Fire,0.6,10.8,Early Bird,Flash Fire,Unnerve,330.0,45.0,60.0,30.0,80.0,50.0,65.0,https://play.pokemonshowdown.com/audio/cries/houndour.mp3,https://projectpokemon.org/images/normal-sprite/houndour.gif
2,229,Houndoom,They spew flames mixed with poison to finish off their opponents. They divvy up their prey evenly among the members of their pack.,Dark Pokémon,Dark,Fire,1.4,35.0,Early Bird,Flash Fire,Unnerve,500.0,75.0,90.0,50.0,110.0,80.0,95.0,https://play.pokemonshowdown.com/audio/cries/houndoom.mp3,https://projectpokemon.org/images/normal-sprite/houndoom.gif
2,230,Kingdra,"With the arrival of a storm at sea, this Pokémon will show itself on the surface. When a Kingdra and a Dragonite meet, a fierce battle ensues.",Dragon Pokémon,Water,Dragon,1.8,152.0,Swift Swim,Sniper,Damp,540.0,75.0,95.0,95.0,95.0,95.0,85.0,https://play.pokemonshowdown.com/audio/cries/kingdra.mp3,https://projectpokemon.org/images/normal-sprite/kingdra.gif
2,231,Phanpy,"For its nest, Phanpy digs a vertical pit in the ground at the edge of a river. It marks the area around its nest with its trunk to let the others know that the area has been claimed.",Long Nose Pokémon,Ground,,0.5,33.5,Pickup,,Sand Veil,330.0,90.0,60.0,60.0,40.0,40.0,40.0,https://play.pokemonshowdown.com/audio/cries/phanpy.mp3,https://projectpokemon.org/images/normal-sprite/phanpy.gif
2,232,Donphan,"Donphan’s favorite attack is curling its body into a ball, then charging at its foe while rolling at high speed. Once it starts rolling, this Pokémon can’t stop very easily.",Armor Pokémon,Ground,,1.1,120.0,Sturdy,,Sand Veil,500.0,90.0,120.0,120.0,60.0,60.0,50.0,https://play.pokemonshowdown.com/audio/cries/donphan.mp3,https://projectpokemon.org/images/normal-sprite/donphan.gif
2,233,Porygon2,This is a Porygon that was updated with special data. Porygon2 develops itself by learning about many different subjects all on its own.,Virtual Pokémon,Normal,,0.6,32.5,Trace,Download,Analytic,515.0,85.0,80.0,90.0,105.0,95.0,60.0,https://play.pokemonshowdown.com/audio/cries/porygon2.mp3,https://projectpokemon.org/images/normal-sprite/porygon2.gif
2,234,Stantler,"Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.",Big Horn Pokémon,Normal,,1.4,71.2,Intimidate,Frisk,Sap Sipper,465.0,73.0,95.0,62.0,85.0,65.0,85.0,https://play.pokemonshowdown.com/audio/cries/stantler.mp3,https://projectpokemon.org/images/normal-sprite/stantler.gif
2,235,Smeargle,The fluid of Smeargle’s tail secretions changes in the intensity of its hue as the Pokémon’s emotions change.,Painter Pokémon,Normal,,1.2,58.0,Own Tempo,Technician,Moody,250.0,55.0,20.0,35.0,20.0,45.0,75.0,https://play.pokemonshowdown.com/audio/cries/smeargle.mp3,https://projectpokemon.org/images/normal-sprite/smeargle.gif
2,236,Tyrogue,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses.",Scuffle Pokémon,Fighting,,0.7,21.0,Guts,Steadfast,Vital Spirit,210.0,35.0,35.0,35.0,35.0,35.0,35.0,https://play.pokemonshowdown.com/audio/cries/tyrogue.mp3,https://projectpokemon.org/images/normal-sprite/tyrogue.gif
2,237,Hitmontop,"It launches kicks while spinning. If it spins at high speed, it may bore its way into the ground.",Handstand Pokémon,Fighting,,1.4,48.0,Intimidate,Technician,Steadfast,455.0,50.0,95.0,95.0,35.0,110.0,70.0,https://play.pokemonshowdown.com/audio/cries/hitmontop.mp3,https://projectpokemon.org/images/normal-sprite/hitmontop.gif
2,238,Smoochum,"If its face gets even slightly dirty, Smoochum will bathe immediately. But if its body gets dirty, Smoochum doesn’t really seem to care.",Kiss Pokémon,Ice,Psychic,0.4,6.0,Oblivious,Forewarn,Hydration,305.0,45.0,30.0,15.0,85.0,65.0,65.0,https://play.pokemonshowdown.com/audio/cries/smoochum.mp3,https://projectpokemon.org/images/normal-sprite/smoochum.gif
2,239,Elekid,"When a storm approaches, this Pokémon gets restless. Once Elekid hears the sound of thunder, it gets full-on rowdy.",Electric Pokémon,Electric,,0.6,23.5,Static,,Vital Spirit,360.0,45.0,63.0,37.0,65.0,55.0,95.0,https://play.pokemonshowdown.com/audio/cries/elekid.mp3,https://projectpokemon.org/images/normal-sprite/elekid.gif
2,240,Magby,"This Pokémon is still small and timid. Whenever Magby gets excited or surprised, flames leak from its mouth and its nose.",Live Coal Pokémon,Fire,,0.7,21.4,Flame Body,,Vital Spirit,365.0,45.0,75.0,37.0,70.0,55.0,83.0,https://play.pokemonshowdown.com/audio/cries/magby.mp3,https://projectpokemon.org/images/normal-sprite/magby.gif
2,241,Miltank,"Miltank produces highly nutritious milk, so it’s been supporting the lives of people and other Pokémon since ancient times.",Milk Cow Pokémon,Normal,,1.2,75.5,Thick Fat,Scrappy,Sap Sipper,490.0,95.0,80.0,105.0,40.0,70.0,100.0,https://play.pokemonshowdown.com/audio/cries/miltank.mp3,https://projectpokemon.org/images/normal-sprite/miltank.gif
